Eigenvalue,Eigenvector 1,Eigenvector 2,Eigenvector 3,Eigenvector 4,Eigenvector 5,Eigenvector 6,Eigenvector 7,Eigenvector 8,Eigenvector 9,Eigenvector 10,Eigenvector 11,Eigenvector 12,Eigenvector 13,Eigenvector 14,Eigenvector 15,Eigenvector 16,Eigenvector 17,Eigenvector 18,Eigenvector 19,Eigenvector 20,Eigenvector 21,Eigenvector 22,Eigenvector 23,Eigenvector 24,Eigenvector 25,Eigenvector 26,Eigenvector 27,Eigenvector 28
230155360.43871385,0.12678682135932326,0.045802478336826026,-0.02983592277551246,-0.1682356682666166,0.05352519656121337,0.3158932883603354,-0.28434615839056815,-0.4335057820315685,-0.22224024876098422,0.14665650604155692,0.1525380176104703,0.2603685488894997,-0.0620190273158069,-0.11919681137002229,-0.12172460523765363,-0.19838359783600776,-0.11388976815057837,0.276274412052175,0.09988992634776492,0.12901268754188028,0.28590621485078954,-0.052454577491380015,-0.23158102840784311,-0.1882898260184488,-0.013379275039735633,-0.05950346788062642,0.20010681348389384,0.11728109070311665
212337580.92550117,0.014571153021502786,0.024631784702034858,0.2414871221910759,-0.2438930355072121,0.16278932727276318,-0.14784627649691587,-0.1378874284560808,-0.13528981138857205,0.26285454557580357,0.15994656685552738,-0.06655155576806548,-0.5031306842715243,0.20485134383507494,-0.11031393446623414,0.21320178194256786,-0.3160794478926028,0.05687343425358366,0.03436496878571532,0.0023444239137059117,-0.01533474403520338,0.006719344856047731,-0.005868158045278704,-0.1671393741070726,0.027934764204957368,0.45499428912571327,-0.033356359175282325,0.048718170975517484,-0.0029798903309700944
203139081.60212925,0.19984792745973773,-0.4487152733993173,0.022276892947479872,0.2785815630124472,-0.012042311760325811,0.29854609038502083,-0.2535464105129402,-0.024693785247423335,-0.012222016823827652,0.24465987559997782,0.08935420727450219,-0.296776085551161,-0.1554616486708137,0.09878992414234163,0.09912845627122682,0.1174509967864412,0.20352193136955626,-0.25917353649095537,-0.11871139584989929,-0.0572545899648507,-0.09602528863815561,0.17995917183548074,-0.096728632482393,-0.17896036456135,-0.10842790983226176,0.09735031932152254,-0.02780537012829151,0.28612109642325795
193555980.50180614,0.017140426786558617,0.07241166176808986,0.014321396981507575,0.24224155207361392,-0.16199554886500822,0.023966267316401006,-0.05577427439393177,0.05638835667239959,-0.06975403183253458,0.3114727650153911,-0.3875603486193387,-0.09979308074661536,0.1758919449908869,0.008649299089016144,-0.07712920316957911,-0.41138222556569704,-0.16307887805046584,-0.07770625533301564,0.4227613220511537,0.236376493442744,0.048515859236176025,0.00358370609516278,0.23692363382573617,0.003971397881573232,-0.23267284567436072,0.07503171341963458,-0.21373302400878474,0.05506639943087684
192860047.8485195,0.3069779130231361,-0.17936133173703564,-0.41269570274110223,0.2171705756417314,0.009875171235959273,-0.11334418791065569,0.23980228413544538,-0.2265410312779847,-0.24838074220825235,0.10726878764400076,0.0256119979086101,-0.07499313866812649,-0.06714509180253764,-0.045114674719751356,0.010958436914223334,0.0172694823299198,0.11091522926305007,0.2214500727127113,0.1432660731585424,-0.04985799769781372,-0.08064785413341626,-0.06653161891768458,0.03628394936192892,-0.0033777341448662374,0.3663092790910809,0.26919514684959034,-0.14005536916767422,-0.353589343582348
179761345.4443895,-0.017752752288484077,-0.18284660370621733,-0.0003568559962202531,0.010935804080025384,-0.14552612902625764,0.06497413508091676,-0.23159511468309738,0.1960610216451424,-0.011475470199643458,-0.01715165967735847,-0.28367732511375765,0.2194819683553857,-0.10073720357418099,0.14738463909415875,0.39156461234937795,-0.1685158014841252,0.141912677676925,0.22391653629131775,-0.14056974970022185,-0.29374447912923446,0.2361053576400443,-0.10754410045668236,0.36073791520660453,-0.2140726959585492,0.14643596278032375,-0.20465066035822257,0.06384392038125929,-0.13783867804787162
170575086.07007083,-0.0695743026194162,0.08088900174897383,-0.17377614662825733,0.07792669371411301,0.05006060698343759,0.12014455878895315,-0.10527758856874404,0.18395781588006874,-0.04976522439180764,-0.16057685293143487,-0.24964539458870222,0.1412491085363269,0.35249818789057025,0.11035480522054564,-0.3344494453686382,-0.17814620758255315,0.4397257389561574,0.204613646340641,-0.20204388196724912,-0.008752247587499366,-0.19174309432612452,-0.029922063641999792,-0.2728704180313606,-0.043918091435291906,0.14111285198478365,0.0930592446278306,-0.14756548906293906,0.24372053762391466
166110351.27420983,-0.1218878112815142,-0.157890156061093,0.153855323131598,-0.14111516604388666,-0.027338442341084505,0.2563570386268444,-0.04667260130979029,-0.027735400326553594,0.24651655773526868,-0.40193870384746744,0.22384273844651967,-0.08235665901400414,0.08257791778379653,0.24682405593956852,-0.1194313259950454,-0.16167922780131458,-0.05719847451439737,0.06325030724111537,0.22883422109824597,-0.061793474868764436,-0.016971444235089672,0.03758718769971271,0.12390865234930577,-0.2801102641820144,-0.06573604143392595,0.4768040531132186,-0.05352627098612947,-0.25759755569375764
163348134.51062563,-0.07741802160763485,-0.057055981599277425,0.1837174611289441,0.08098444145366461,-0.020071454059059024,0.15119023047275773,-0.31154286125771463,0.05485775090523668,0.027182967048906662,0.1842457781124737,-0.2732556338855838,-0.0008883030027427848,0.17514584226768928,-0.12131683395600337,-0.3381883804836412,0.49922608520708855,-0.11247789449291623,-0.015149708467178963,0.1383870772485839,-0.05097975615716776,-0.14942521739602496,-0.18211192240458599,0.0533894394631212,-0.014220632616368538,0.2052656505321517,0.009713116924743734,0.29810057258554923,-0.2906815238452526
160105935.68112925,-0.21832781950789076,0.0436042174930769,0.21654873412319922,-0.10083583925754336,0.004212742319873528,-0.04457217595700571,0.05184224536900512,0.16990012682012615,-0.46373143685981805,0.2838818062028267,0.01927739892722271,-0.26135916305577234,-0.010600789201513985,0.3432585846422354,-0.041406856759461576,0.04720812959345232,-0.025934017573351942,0.19774755968369354,-0.23864374759710438,-0.09407201619570997,0.2903084778749639,-0.06627230019986947,-0.16988022071780953,0.160676849767505,-0.16259967573050144,0.27302242277239924,-0.013429386732365694,-0.15339401739771866
157241735.4212809,0.35169039798041213,-0.07722177988599288,-0.08136470079311957,-0.12867347137557963,0.0688373587861471,-0.08451275597949724,-0.3722727090166165,0.4012631012209552,-0.027299474519350032,-0.16461123964775407,0.08165269369874337,-0.018007381352357434,-0.1860382840048656,-0.023588708699330958,-0.012003924451082537,-0.12584101270796105,0.11486334345764745,0.03456283203449671,0.3610547094804755,-0.10134055150957122,-0.013239765796148398,-0.022559899244087807,-0.22761893125890795,0.43032602179884444,-0.16257512038865155,-0.030463803386604673,0.09793174280199433,-0.14166949117073052
151311569.56129318,0.17191466539701442,-0.3104177751971854,0.20092350072495818,0.015913750131059008,-0.024207960259163032,-0.1586315802344714,0.2449740336843448,-0.11920849284495222,0.04928013998908585,-0.030618729431967612,-0.06216337524496678,-0.014464076450346346,-0.118119874470575,0.5104470384650394,-0.43533432629384916,-0.1349121822372163,-0.07561908765049169,0.09636378338563861,0.057974380396142076,0.012472283293000453,-0.0380709560807214,0.10295500309409893,0.028955034485014727,0.0553964194093668,0.11773253068110205,-0.4036772284422463,0.16839727490829862,0.06460202344236576
143112035.91471052,0.21246814836567382,-0.051769650011761995,-0.4572717882618128,0.13050601496424905,0.08388626086570004,-0.05694833481219485,-0.03472814851872005,0.10075449770951773,0.27602582437825146,-0.05298143737175545,0.012101575681014064,-0.2530549654515567,0.3676557388414073,0.028773422687259888,-0.07276904419374416,0.040101160514502306,-0.3595967090275563,0.1586046598305053,-0.2641461060935006,-0.05570599912076482,0.29407551152793043,-0.0031413212739993417,0.02453754366217795,-0.043093771972817566,-0.22207340137550152,-0.021142226253322818,0.2281298521946072,0.015162347491824447
137863849.28915173,0.22571847368480222,-0.25274469825054596,0.239957546473446,-0.02528470148589164,0.04042425767161685,-0.17458192056871982,-0.09216191536408921,0.0863584723522383,-0.0029943971660782516,-0.08002024790687592,-0.027833200328162805,0.08377281248595592,-0.05769407475689627,-0.09264430820704096,0.09005148641048841,-0.04127441416749944,-0.08285651217391146,0.2131425610474379,-0.3444966808503092,0.6132830635474773,-0.2269580111389885,-0.2983041301188347,0.11205576046733516,-0.004937767998097493,-0.08737855843296935,0.18662247803807577,0.017461350847474688,-0.005051354293949287
137112006.5913769,0.0535741492529792,0.0576591102555029,-0.01685872452257575,0.03416337492402652,-0.0351632262087956,-0.09280985222857295,-0.19659343305474905,0.09497951411021806,0.06543235527312943,2.9653165798102006e-05,0.29211166930456084,-0.030601086177038855,-0.08591224492944885,0.09849992251805911,-0.23419808138583814,0.0963561821772528,-0.09237439803547441,-0.1527342458719316,0.0348673757353848,-0.041115706121747544,0.30054681380955256,-0.5174356571465574,0.16372773865112522,0.007790153799664775,0.29970045184776833,-0.0055849108898792564,-0.41406619176413845,0.28647049215912274
132187455.37449989,0.2211145775999487,-0.2620567926924756,0.20874882992401528,-0.205135140373753,-0.06747597107801842,-0.00836823476712142,0.305264977594814,-0.18424218130658118,0.02443536653334619,0.01225544471488838,-0.07078606540246478,0.04579065221831708,0.29996521050932434,-0.2829232849536034,-0.09080261930945181,0.0232726233219085,0.3855058485187617,-0.12092041186073817,0.027514564783209555,-0.2327832272559255,0.240238047776796,-0.2921467868921916,0.1011211401809155,0.10352551893700887,-0.3014142182884813,0.04861433486526821,0.03821611494455467,0.03865172400259593
126811593.46994506,0.11770465115379172,0.004030945110675595,0.005242652509625432,-0.15037227976006165,0.018694835118514528,-0.016763410336733224,-0.10383963586661163,-0.31628583563547696,0.3819833625382074,0.08105656123917684,-0.41928502183819183,0.19839731955796686,-0.189183589755256,0.1776762680709964,0.06541582870466789,0.20549113315161396,-0.16093186450172495,0.13308602356382854,-0.0784996928651253,-0.15469718940731397,0.0290381947621405,0.09035004048961011,-0.14899580826952874,0.26784452152273563,-0.08525410437451901,0.2545021983676431,-0.34173637455256345,0.0711168223023578
4181477.4705114523,-0.21424641689530985,-0.21740644984444932,-0.19828183752152917,-0.19100565448541967,-0.18918934376990207,-0.19445336485684583,-0.18349319276186243,-0.18234556993286327,-0.19658417230437478,-0.1868285117830249,-0.1928454750580211,-0.2050194802505385,-0.1658889080985799,-0.18449451603835804,-0.18169603674706025,-0.1783600839837059,-0.1915384649154865,-0.19596521169072206,-0.17382179616836246,-0.17777703078060433,-0.19675802876632986,-0.18719773775400916,-0.1878428659360766,-0.1928901823750924,-0.18542264615791185,-0.17117073420534085,-0.1832562997983897,-0.17588006626716154
